CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
19101996069173,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Special Education (Co. Supt),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996071716,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Calif State Univ At L.A. Clini,5151 State College Drive,5151 State College Dr.,Los Angeles,90032,CA,King Hall,King Hall,Los Angeles,90032,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996071765,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Harbor Hospital Education Unit,1000 W. Carson Way,1000 W. Carson Way,Torrance,90589,CA,1000 W. Carson Way,1000 W. Carson Way,Torrance,90589,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996071773,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Hollydale School for Oh,5511 Main Street,5511 Main St.,Paramount,90723,CA,5511 Main Street,5511 Main St.,Paramount,90723,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996071781,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Lancaster Special Ed Unit MH,44310 N. Hardwood Avenue,44310 N. Hardwood Ave.,Lancaster,93535,CA,44310 N. Hardwood Avenue,44310 N. Hardwood Ave.,Lancaster,93535,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996071849,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Southwest School for Hearing I,"4110 W. 154Th Street, Box 67","4110 W. 154Th St., Box 67",Lawndale,90260,CA,"4110 W. 154Th Street, Box 67","4110 W. 154Th St., Box 67",Lawndale,90260,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996071872,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Sunset Senior Division,851 S. Sunset Avenue,851 S. Sunset Ave.,West Covina,91790,CA,851 S. Sunset Avenue,851 S. Sunset Ave.,West Covina,91790,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996085716,0691078,No Data,Merged,Los Angeles,Los Angeles County Office of Education,Crenshaw Community Day Center,3614 Jefferson Boulevard,3614 Jefferson Blvd.,Los Angeles,90014,CA,3614 Jefferson Boulevard,3614 Jefferson Blvd.,Los Angeles,90014,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,HS,High School,9-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996085930,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Field School,1525 Seabright Avenue,1525 Seabright Ave.,Long Beach,90813,CA,1525 Seabright Avenue,1525 Seabright Ave.,Long Beach,90813,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996085955,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Southeast Aphasic Educational,12324 S. Hoxie Avenue,12324 S. Hoxie Ave.,Norwalk,90651,CA,12324 S. Hoxie Avenue,12324 S. Hoxie Ave.,Norwalk,90651,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996085963,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Southwest Aphasic Educational,14600 Cerise Avenue,14600 Cerise Ave.,Lawndale,90260,CA,14600 Cerise Avenue,14600 Cerise Ave.,Lawndale,90260,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996093876,0691078,No Data,Merged,Los Angeles,Los Angeles County Office of Education,Crittenton Placement CDC,234 East Avenue 33,234 East Ave. 33,Los Angeles,90031,CA,234 East Avenue 33,234 East Ave. 33,Los Angeles,90031,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,HS,High School,7-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996094015,0691078,No Data,Merged,Los Angeles,Los Angeles County Office of Education,Aviva Center,7357 Hollywood Boulevard,7357 Hollywood Blvd.,Los Angeles,90046,CA,7357 Hollywood Boulevard,7357 Hollywood Blvd.,Los Angeles,90046,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1987,N,No Data,No Data,00,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,HS,High School,7-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996094148,0691078,No Data,Merged,Los Angeles,Los Angeles County Office of Education,McCobb Placement CDC,432 S. Normandie,432 S. Normandie,Los Angeles,90020,CA,432 S. Normandie,432 S. Normandie,Los Angeles,90020,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996094213,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Optimist Boys Home Ranch,6957 N. Figueroa Street,6957 N. Figueroa St.,Los Angeles,90042,CA,6957 N. Figueroa Street,6957 N. Figueroa St.,Los Angeles,90042,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996094239,0691078,No Data,Merged,Los Angeles,Los Angeles County Office of Education,Pacific Lodge Placement CDC,4900 Serrania Avenue,4900 Serrania Ave.,Woodland Hills,91364,CA,4900 Serrania Avenue,4900 Serrania Ave.,Woodland Hills,91364,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,HS,High School,7-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996095475,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Wayside Juvenile Hall,29320 the Old Road,29320 the Old Rd.,Saugus,91350,CA,29320 the Old Road,29320 the Old Rd.,Saugus,91350,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101996116883,0691078,08012,Active,Los Angeles,Los Angeles County Office of Education,Odyssey Charter,725 West Altadena Drive,725 West Altadena Dr.,Altadena,91001-4103,CA,725 West Altadena Drive,725 West Altadena Dr.,Altadena,91001-4103,CA,(626) 229-0993,No Data,(626) 229-0586,No Data,http://www.odysseycharterschool.org,9/7/1999,No Data,Y,0249,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0601915,34.199346,-118.16211,Lauren,O'Neill,laureno@ocsmail.org,8/13/2020
19101996119945,0691078,10524,Active,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy,18238 Sherman Way,18238 Sherman Way,Reseda,91335-4550,CA,18238 Sherman Way,18238 Sherman Way,Reseda,91335-4550,CA,(818) 609-0507,No Data,(818) 609-0534,No Data,http://msal.magnoliapublicschools.org,9/12/2002,No Data,Y,0438,Directly funded,00,County Office of Education (COE),65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,N,0601706,34.201083,-118.53054,Brad,Plonka,bplonka@magnoliapublicschools.org,7/20/2021
19101999005430,0691078,No Data,Merged,Los Angeles,Los Angeles County Office of Education,John Munz,42220 Lake Hughes Road,42220 Lake Hughes Rd.,Lake Hughes,93532,CA,42220 Lake Hughes Road,42220 Lake Hughes Rd.,Lake Hughes,93532,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19101999005455,0691078,No Data,Closed,Los Angeles,Los Angeles County Office of Education,Shaw Center,3913 W. 27Th Street,3913 W. 27Th St.,Los Angeles,90008,CA,3913 W. 27Th Street,3913 W. 27Th St.,Los Angeles,90008,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111970000000,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,No Data,9300 E. Imperial Highway,9300 E. Imperial Hwy.,Downey,90242-2890,CA,9300 E. Imperial Highway,9300 E. Imperial Hwy.,Downey,90242-2890,CA,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,00,County Office of Education (COE),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971931146,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Lawndale High,14901 Inglewood Avenue,14901 Inglewood Ave.,Lawndale,90260,CA,14901 Inglewood Avenue,14901 Inglewood Ave.,Lawndale,90260,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971931153,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Pelletier High,1500 S. Arlington Avenue,1500 S. Arlington Ave.,Los Angeles,90019,CA,1500 S. Arlington Avenue,1500 S. Arlington Ave.,Los Angeles,90019,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971931195,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Golden Vista,11400 S. Norwalk Avenue,11400 S. Norwalk Ave.,Norwalk,90605,CA,11400 S. Norwalk Avenue,11400 S. Norwalk Ave.,Norwalk,90605,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971931799,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Columbus High,12330 Woodruff Avenue,12330 Woodruff Ave.,Downey,90241,CA,12330 Woodruff Avenue,12330 Woodruff Ave.,Downey,90241,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971931815,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Edgewood High,1625 W. Durness Street,1625 W. Durness St.,West Covina,91790,CA,1625 W. Durness Street,1625 W. Durness St.,West Covina,91790,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971931831,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Lloyde High (Pregnant Minors),14500 S. Larch Avenue,14500 S. Larch Ave.,Lawndale,90260,CA,14500 S. Larch Avenue,14500 S. Larch Ave.,Lawndale,90260,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971931872,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Central Skill Center,215 S. Los Angeles Street,215 S. Los Angeles St.,Los Angeles,90012,CA,215 S. Los Angeles Street,215 S. Los Angeles St.,Los Angeles,90012,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971932003,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Juanita High,909 E. Juanita Avenue,909 E. Juanita Ave.,Laverne,91750,CA,909 E. Juanita Avenue,909 E. Juanita Ave.,Laverne,91750,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971932011,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,North High (Oh),3020 W. 182Nd Street,3020 W. 182Nd St.,Torrance,90504,CA,3020 W. 182Nd Street,3020 W. 182Nd St.,Torrance,90504,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971932045,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Quartz Hill High,6040 W. Avenue L,6040 W. Ave. L,Quartz Hill,92534,CA,6040 W. Avenue L,6040 W. Ave. L,Quartz Hill,92534,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971932052,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,San Gabriel High,801 Ramona Street,801 Ramona St.,San Gabriel,91776,CA,801 Ramona Street,801 Ramona St.,San Gabriel,91776,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971932300,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Mira Costa High/Twain High School,701 S. Peck Avenue,701 S. Peck Ave.,Manhattan Beach,90266,CA,701 S. Peck Avenue,701 S. Peck Ave.,Manhattan Beach,90266,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971932789,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Montebello High (Aphasia),2100 W. Cleveland,2100 W. Cleveland,Montebello,90640,CA,2100 W. Cleveland,2100 W. Cleveland,Montebello,90640,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971933266,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Stoneman School (PAU),1560 Pasqualito Drive,1560 Pasqualito Dr.,San Marino,91108,CA,1560 Pasqualito Drive,1560 Pasqualito Dr.,San Marino,91108,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111971995232,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Special Education Programs (Co. Supt.),9300 E. Imperial Highway,9300 E. Imperial Hwy.,Downey,90242-2890,CA,9300 E. Imperial Highway,9300 E. Imperial Hwy.,Downey,90242-2890,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/24/1999,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,ELEMHIGH,Elementary-High Combination,K-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,5/11/2000
19111976014187,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Fairgrove Elementary,1110 Fickenwirth Avenue,1110 Fickenwirth Ave.,La Puente,91744,CA,1110 Fickenwirth Avenue,1110 Fickenwirth Ave.,La Puente,91744,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976014898,No Data,11613,Merged,Los Angeles,Los Angeles County Special Ed,Smith (Lucille J.)(Special Cla,14609 Grevillea Avenue,14609 Grevillea Ave.,Lawndale,90260,CA,14609 Grevillea Avenue,14609 Grevillea Ave.,Lawndale,90260,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,N,N,No Data,No Data,No Data,No Data,No Data,No Data,6/18/2015
19111976022040,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Cleveland School,800 Julia Avenue,800 Julia Ave.,Redondo Beach,90277,CA,800 Julia Avenue,800 Julia Ave.,Redondo Beach,90277,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976022511,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Stoneman (George) School (PAU),1560 Pasqualito Drive,1560 Pasqualito Dr.,San Marino,91108,CA,1560 Pasqualito Drive,1560 Pasqualito Dr.,San Marino,91108,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071708,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Avon School,831 Avon Street,831 Avon St.,Burbank,91505,CA,831 Avon Street,831 Avon St.,Burbank,91505,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071724,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Cedarcreek,19409 Cedarcreek Street,19409 Cedarcreek St.,Saugus,91350,CA,19409 Cedarcreek Street,19409 Cedarcreek St.,Saugus,91350,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071732,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Child Guidance Clinic,746 W. Adams Boulevard,746 W. Adams Blvd.,Los Angeles,90007,CA,746 W. Adams Boulevard,746 W. Adams Blvd.,Los Angeles,90007,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071740,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,El Camino (PAU),400 E. Arrow Highway,400 E. Arrow Hwy.,Pomona,91766,CA,400 E. Arrow Highway,400 E. Arrow Hwy.,Pomona,91766,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071757,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Emblem,22637 Espuella Drive,22637 Espuella Dr.,Saugus,91350,CA,22637 Espuella Drive,22637 Espuella Dr.,Saugus,91350,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071799,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Lincoln (PAU),600 E. Grand Avenue,600 E. Grand Ave.,San Gabriel,91776,CA,600 E. Grand Avenue,600 E. Grand Ave.,San Gabriel,91776,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071823,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Selaco-Downey High (PAU),11044 Brookshire Avenue,11044 Brookshire Ave.,Downey,90241,CA,11044 Brookshire Avenue,11044 Brookshire Ave.,Downey,90241,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,HS,High School,7-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071831,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Selaco-South Middle (PAU),12502 Birchdale Avenue,12502 Birchdale Ave.,Downey,90242,CA,12502 Birchdale Avenue,12502 Birchdale Ave.,Downey,90242,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071856,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Southwest School for Oh,10409 Tenth Avenue,10409 Tenth Ave.,Inglewood,90303,CA,10409 Tenth Avenue,10409 Tenth Ave.,Inglewood,90303,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071864,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Sunset,851 S. Sunset Avenue,851 S. Sunset Ave.,West Covina,91790,CA,851 S. Sunset Avenue,851 S. Sunset Ave.,West Covina,91790,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071880,No Data,No Data,Closed,Los Angeles,Los Angeles County Special Ed,Villacorta School,128 Bacton Street,128 Bacton St.,La Puente,91744,CA,128 Bacton Street,128 Bacton St.,La Puente,91744,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,00,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976071898,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Vista del Mar School (PAU),3200 Motor Avenue,3200 Motor Ave.,Los Angeles,90034,CA,3200 Motor Avenue,3200 Motor Ave.,Los Angeles,90034,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,ELEMHIGH,Elementary-High Combination,2-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19111976085724,No Data,No Data,Merged,Los Angeles,Los Angeles County Special Ed,Alta Vista School (PAU),800 Julia Avenue,800 Julia Ave.,Redondo Beach,90277,CA,800 Julia Avenue,800 Julia Ave.,Redondo Beach,90277,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,11/4/1986,N,No Data,No Data,00,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
